first_character,second_character,season,relative_pairity
Ross Geller,The Salesman,4,0.002967359050445104
Ross Geller,The Salesman,5,0.003215434083601286
Ross Geller,The Woman,7,0.006024096385542169
Ross Geller,Ticket Agent,4,0.002967359050445104
Ross Geller,Ticket Agent,10,0.0045662100456621
Ross Geller,Timothy Burke,4,0.002967359050445104
Ross Geller,Tom,9,0.0033112582781456954
Ross Geller,Tommy,3,0.008620689655172414
Ross Geller,Ursula,1,0.003076923076923077
Ross Geller,Ursula Buffay,8,0.006944444444444444
Ross Geller,Vince,3,0.0028735632183908046
Ross Geller,Waiter,2,0.0034129692832764505
Ross Geller,Waiter,4,0.002967359050445104
Ross Geller,Waiter,8,0.003472222222222222
Ross Geller,Waiter,9,0.013245033112582781
Ross Geller,Will Colbert,8,0.006944444444444444
Ross Geller,Woman,1,0.012307692307692308
Ross Geller,Woman,2,0.0034129692832764505
Ross Geller,Woman,3,0.008620689655172414
Ross Geller,Woman,4,0.005934718100890208
Ross Geller,Woman,5,0.003215434083601286
Ross Geller,Woman,6,0.008595988538681949
Ross Geller,Woman,7,0.015060240963855422
Ross Geller,Woman,8,0.024305555555555556
Ross Geller,Woman,9,0.016556291390728478
Sandra Green,Woman,2,0.0034129692832764505
Sandra Green,Woman,8,0.003472222222222222
Sarah,Waiter,10,0.0091324200913242
Sarah,Woman,9,0.0033112582781456954
Stephanie Schiffer,Terry,2,0.0034129692832764505
Steve,Waiter,9,0.0033112582781456954
Susan Bunch,Teacher,1,0.009230769230769232
Susan Bunch,Woman,1,0.003076923076923077
Teacher,Woman,1,0.006153846153846154
Terry,The Director,7,0.0030120481927710845
The Casting Director,The Director,7,0.0030120481927710845
The Director,Woman,3,0.0028735632183908046
The Interviewer,Woman,8,0.003472222222222222
Ticket Agent,Woman,8,0.003472222222222222
Waiter,Woman,8,0.003472222222222222
