first_character,second_character,season,relative_pairity
Agency Guy,Chandler Bing,10,0.0136986301369863
Agency Guy,Erica,10,0.0136986301369863
Agency Guy,Monica Geller,10,0.0136986301369863
Alice Knight,Chandler Bing,3,0.0028735632183908046
Alice Knight,Chandler Bing,4,0.005934718100890208
Alice Knight,Chandler Bing,5,0.003215434083601286
Alice Knight,Dr. Harad,5,0.003215434083601286
Alice Knight,Frank Buffay Jr.,3,0.005747126436781609
Alice Knight,Frank Buffay Jr.,4,0.01483679525222552
Alice Knight,Frank Buffay Jr.,5,0.003215434083601286
Alice Knight,Joey Tribbiani,3,0.0028735632183908046
Alice Knight,Joey Tribbiani,4,0.005934718100890208
Alice Knight,Monica Geller,3,0.0028735632183908046
Alice Knight,Monica Geller,4,0.005934718100890208
Alice Knight,Monica Geller,5,0.003215434083601286
Alice Knight,Phoebe Abbott,4,0.002967359050445104
Alice Knight,Phoebe Buffay,3,0.008620689655172414
Alice Knight,Phoebe Buffay,4,0.017804154302670624
Alice Knight,Phoebe Buffay,5,0.003215434083601286
Alice Knight,Rachel Green,3,0.0028735632183908046
Alice Knight,Rachel Green,4,0.005934718100890208
Alice Knight,Rachel Green,5,0.003215434083601286
Alice Knight,Ross Geller,3,0.0028735632183908046
Alice Knight,Ross Geller,4,0.002967359050445104
Allesandro,Monica Geller,4,0.008902077151335312
Allesandro,Phoebe Buffay,4,0.002967359050445104
Amanda Buffamonteezi,Chandler Bing,10,0.0091324200913242
Amanda Buffamonteezi,Joey Tribbiani,10,0.0045662100456621
Amanda Buffamonteezi,Monica Geller,10,0.0182648401826484
Amanda Buffamonteezi,Phoebe Buffay,10,0.0182648401826484
Amanda Buffamonteezi,Rachel Green,10,0.0045662100456621
Amy Green,Chandler Bing,9,0.0033112582781456954
Amy Green,Chandler Bing,10,0.0091324200913242
Amy Green,Charlie Wheeler,10,0.0045662100456621
Amy Green,Joey Tribbiani,9,0.0033112582781456954
Amy Green,Joey Tribbiani,10,0.0228310502283105
Amy Green,Monica Geller,9,0.0033112582781456954
Amy Green,Monica Geller,10,0.0091324200913242
Amy Green,Phoebe Buffay,9,0.0033112582781456954
Amy Green,Phoebe Buffay,10,0.0045662100456621
Amy Green,Rachel Green,9,0.0033112582781456954
Amy Green,Rachel Green,10,0.0365296803652968
Amy Green,Ross Geller,9,0.0033112582781456954
Amy Green,Ross Geller,10,0.0182648401826484
Andrea Waltham,Chandler Bing,4,0.01483679525222552
Andrea Waltham,Chandler Bing,5,0.006430868167202572
Andrea Waltham,Emily Waltham,4,0.008902077151335312
Andrea Waltham,Emily Waltham,5,0.003215434083601286
Andrea Waltham,Jack Geller,4,0.008902077151335312
Andrea Waltham,Jack Geller,5,0.003215434083601286
Andrea Waltham,Joey Tribbiani,4,0.011869436201780416
Andrea Waltham,Joey Tribbiani,5,0.003215434083601286
Andrea Waltham,Judy Geller,4,0.011869436201780416
Andrea Waltham,Judy Geller,5,0.003215434083601286
Andrea Waltham,Minister,4,0.002967359050445104
Andrea Waltham,Monica Geller,4,0.01483679525222552
Andrea Waltham,Monica Geller,5,0.006430868167202572
Andrea Waltham,Phoebe Buffay,4,0.008902077151335312
Andrea Waltham,Phoebe Buffay,5,0.003215434083601286
Andrea Waltham,Rachel Green,4,0.008902077151335312
Andrea Waltham,Rachel Green,5,0.006430868167202572
Andrea Waltham,Ross Geller,4,0.017804154302670624
Andrea Waltham,Ross Geller,5,0.006430868167202572
Andrea Waltham,Stephen Waltham,4,0.01483679525222552
Andrea Waltham,Stephen Waltham,5,0.006430868167202572
Angela Delveccio,Chandler Bing,1,0.003076923076923077
Angela Delveccio,Joey Tribbiani,1,0.009230769230769232
Angela Delveccio,Monica Geller,1,0.012307692307692308
Angela Delveccio,Phoebe Buffay,1,0.003076923076923077
Angela Delveccio,Rachel Green,1,0.003076923076923077
Angela Delveccio,Ross Geller,1,0.003076923076923077
Assistant,Ross Geller,10,0.0045662100456621
Aurora,Chandler Bing,1,0.009230769230769232
Aurora,Joey Tribbiani,1,0.006153846153846154
Aurora,Monica Geller,1,0.006153846153846154
Aurora,Phoebe Buffay,1,0.006153846153846154
Aurora,Rachel Green,1,0.003076923076923077
Aurora,Ross Geller,1,0.006153846153846154
Barry Farber,Bobby Rush,1,0.003076923076923077
Barry Farber,Mindy Hunter,1,0.003076923076923077
Barry Farber,Mindy Hunter,2,0.0034129692832764505
Barry Farber,Monica Geller,2,0.0034129692832764505
Barry Farber,Rachel Green,1,0.018461538461538463
Barry Farber,Rachel Green,2,0.006825938566552901
Barry Farber,Rachel Green,6,0.0028653295128939827
Barry Farber,Richard Burke,2,0.0034129692832764505
Barry Farber,Ross Geller,1,0.003076923076923077
Barry Farber,Ross Geller,2,0.006825938566552901
Ben Geller,Carol Willick,2,0.0034129692832764505
Ben Geller,Carol Willick,5,0.003215434083601286
Ben Geller,Carol Willick,6,0.0028653295128939827
Ben Geller,Carol Willick,7,0.006024096385542169
Ben Geller,Chandler Bing,5,0.006430868167202572
Ben Geller,Chandler Bing,7,0.009036144578313253
Ben Geller,Chandler Bing,9,0.0033112582781456954
Ben Geller,Joey Tribbiani,3,0.0028735632183908046
Ben Geller,Joey Tribbiani,5,0.006430868167202572
Ben Geller,Joey Tribbiani,7,0.0030120481927710845
Ben Geller,Monica Geller,3,0.005747126436781609
Ben Geller,Monica Geller,5,0.003215434083601286
Ben Geller,Monica Geller,7,0.006024096385542169
Ben Geller,Monica Geller,9,0.0033112582781456954
Ben Geller,Phoebe Buffay,3,0.005747126436781609
Ben Geller,Phoebe Buffay,5,0.006430868167202572
Ben Geller,Phoebe Buffay,7,0.006024096385542169
Ben Geller,Phoebe Buffay,8,0.003472222222222222
Ben Geller,Rachel Green,2,0.0034129692832764505
Ben Geller,Rachel Green,3,0.005747126436781609
Ben Geller,Rachel Green,5,0.003215434083601286
Ben Geller,Rachel Green,7,0.018072289156626505
Ben Geller,Ross Geller,2,0.0034129692832764505
Ben Geller,Ross Geller,3,0.0028735632183908046
Ben Geller,Ross Geller,5,0.006430868167202572
Ben Geller,Ross Geller,6,0.0028653295128939827
Ben Geller,Ross Geller,7,0.02108433734939759
Ben Geller,Ross Geller,9,0.0033112582781456954
Ben Geller,Susan Bunch,2,0.0034129692832764505
Ben Geller,The Teacher,8,0.003472222222222222
Benjamin Hobart,Charlie Wheeler,10,0.0091324200913242
Benjamin Hobart,Ross Geller,10,0.0182648401826484
Big Bully,Chandler Bing,2,0.013651877133105802
Big Bully,Gunther,2,0.0034129692832764505
Big Bully,Little Bully,2,0.013651877133105802
Big Bully,Ross Geller,2,0.013651877133105802
Billy,Chandler Bing,3,0.0028735632183908046
Billy,Joey Tribbiani,3,0.0028735632183908046
Billy,Monica Geller,3,0.0028735632183908046
Billy,Phoebe Buffay,3,0.0028735632183908046
Billy,Rachel Green,3,0.0028735632183908046
Billy,Ross Geller,3,0.0028735632183908046
Bitsy Hannigan,Mike Hannigan,9,0.013245033112582781
Bitsy Hannigan,Phoebe Buffay,9,0.013245033112582781
Bob (Chandler's coworker),Chandler Bing,8,0.017361111111111112
Bob (Chandler's coworker),Ross Geller,8,0.003472222222222222
Bobby Rush,Chandler Bing,1,0.003076923076923077
Bobby Rush,Chandler Bing,2,0.013651877133105802
Bobby Rush,David,1,0.003076923076923077
Bobby Rush,Janice Litman Goralnik,1,0.003076923076923077
Bobby Rush,Joey Tribbiani,1,0.003076923076923077
Bobby Rush,Joey Tribbiani,2,0.010238907849829351
Bobby Rush,Max,1,0.003076923076923077
Bobby Rush,Monica Geller,1,0.003076923076923077
Bobby Rush,Monica Geller,2,0.017064846416382253
Bobby Rush,Phoebe Buffay,1,0.003076923076923077
Bobby Rush,Phoebe Buffay,2,0.013651877133105802
Bobby Rush,Rachel Green,1,0.006153846153846154
Bobby Rush,Rachel Green,2,0.013651877133105802
Bobby Rush,Ross Geller,1,0.003076923076923077
Bobby Rush,Ross Geller,2,0.010238907849829351
Bobby Rush,Russ,2,0.006825938566552901
Bobby Rush,Sandy,1,0.003076923076923077
Bobby Rush,Waiter,2,0.0034129692832764505
Bonnie,Chandler Bing,3,0.017241379310344827
Bonnie,Joey Tribbiani,3,0.014367816091954023
Bonnie,Monica Geller,3,0.008620689655172414
Bonnie,Phoebe Buffay,3,0.014367816091954023
Bonnie,Rachel Green,3,0.020114942528735632
Bonnie,Rachel Green,4,0.002967359050445104
Bonnie,Ross Geller,3,0.017241379310344827
Bonnie,Ross Geller,4,0.002967359050445104
Both,Chandler Bing,1,0.006153846153846154
Both,Chandler Bing,2,0.010238907849829351
Both,Chandler Bing,4,0.005934718100890208
Both,Chandler Bing,5,0.003215434083601286
Both,Chandler Bing,8,0.003472222222222222
Both,Chandler Bing,10,0.0045662100456621
Both,Charlie Wheeler,10,0.0045662100456621
Both,Doctor,2,0.0034129692832764505
Both,Doug,5,0.003215434083601286
Both,Gunther,4,0.002967359050445104
Both,Joey Tribbiani,1,0.006153846153846154
Both,Joey Tribbiani,2,0.010238907849829351
Both,Joey Tribbiani,4,0.008902077151335312
Both,Joey Tribbiani,8,0.003472222222222222
Both,Joey Tribbiani,10,0.0045662100456621
Both,Judy Geller,2,0.0034129692832764505
Both,Luisa Gianetti,1,0.003076923076923077
Both,Monica Geller,1,0.003076923076923077
Both,Monica Geller,2,0.006825938566552901
Both,Monica Geller,4,0.005934718100890208
Both,Monica Geller,5,0.003215434083601286
Both,Monica Geller,10,0.0045662100456621
Both,Phoebe Buffay,1,0.003076923076923077
Both,Phoebe Buffay,2,0.0034129692832764505
Both,Phoebe Buffay,4,0.005934718100890208
Both,Phoebe Buffay,10,0.0045662100456621
Both,Rachel Green,1,0.003076923076923077
Both,Rachel Green,2,0.0034129692832764505
Both,Rachel Green,4,0.005934718100890208
Both,Rachel Green,10,0.0136986301369863
Both,Receptionist,1,0.003076923076923077
Both,Ross Geller,1,0.006153846153846154
Both,Ross Geller,2,0.006825938566552901
Both,Ross Geller,8,0.003472222222222222
Both,Ross Geller,10,0.0136986301369863
Both,Stephanie Schiffer,2,0.0034129692832764505
Both,Terry,2,0.0034129692832764505
Both,The Interviewer,8,0.003472222222222222
Brenda,Chandler Bing,8,0.006944444444444444
Brenda,Monica Geller,8,0.010416666666666666
Brenda,Rachel Green,8,0.003472222222222222
Caitlin,Chandler Bing,5,0.00964630225080386
Caitlin,Joey Tribbiani,5,0.006430868167202572
Caitlin,Monica Geller,5,0.006430868167202572
Caitlin,Phoebe Buffay,5,0.006430868167202572
Caitlin,Rachel Green,5,0.00964630225080386
Caitlin,Ross Geller,5,0.00964630225080386
Carol Willick,Chandler Bing,1,0.012307692307692308
Carol Willick,Chandler Bing,2,0.013651877133105802
Carol Willick,Chandler Bing,3,0.0028735632183908046
Carol Willick,Chandler Bing,5,0.003215434083601286
Carol Willick,Dr. Franzblau,1,0.012307692307692308
Carol Willick,Emily Waltham,4,0.005934718100890208
Carol Willick,Joey Tribbiani,1,0.006153846153846154
Carol Willick,Joey Tribbiani,2,0.013651877133105802
Carol Willick,Joey Tribbiani,3,0.0028735632183908046
Carol Willick,Joey Tribbiani,5,0.012861736334405145
Carol Willick,Minister,2,0.0034129692832764505
Carol Willick,Monica Geller,1,0.009230769230769232
Carol Willick,Monica Geller,2,0.017064846416382253
Carol Willick,Monica Geller,3,0.008620689655172414
Carol Willick,Nurse Sizemore,1,0.006153846153846154
Carol Willick,Phoebe Buffay,1,0.009230769230769232
Carol Willick,Phoebe Buffay,2,0.010238907849829351
Carol Willick,Phoebe Buffay,3,0.0028735632183908046
Carol Willick,Phoebe Buffay,5,0.003215434083601286
Carol Willick,Rachel Green,1,0.015384615384615385
Carol Willick,Rachel Green,2,0.006825938566552901
Carol Willick,Rachel Green,3,0.0028735632183908046
Carol Willick,Rachel Green,7,0.006024096385542169
Carol Willick,Ross Geller,1,0.04923076923076923
Carol Willick,Ross Geller,2,0.030716723549488054
Carol Willick,Ross Geller,3,0.014367816091954023
Carol Willick,Ross Geller,4,0.008902077151335312
Carol Willick,Ross Geller,5,0.012861736334405145
Carol Willick,Ross Geller,6,0.008595988538681949
Carol Willick,Ross Geller,7,0.0030120481927710845
Carol Willick,Susan Bunch,1,0.04
Carol Willick,Susan Bunch,2,0.023890784982935155
Carol Willick,Susan Bunch,3,0.005747126436781609
Carol Willick,Susan Bunch,4,0.005934718100890208
Carol Willick,Susan Bunch,6,0.0028653295128939827
Carol Willick,Teacher,1,0.006153846153846154
Carol Willick,The Casting Director,5,0.006430868167202572
Carol Willick,Woman,1,0.003076923076923077
Cassie Geller,Chandler Bing,7,0.0030120481927710845
Cassie Geller,Monica Geller,7,0.0030120481927710845
Cassie Geller,Phoebe Buffay,7,0.0030120481927710845
Cassie Geller,Ross Geller,7,0.009036144578313253
Cecilia,Dina,7,0.009036144578313253
Cecilia,Joey Tribbiani,7,0.015060240963855422
Cecilia,Monica Geller,7,0.0030120481927710845
Cecilia,Rachel Green,7,0.0030120481927710845
Cecilia,The Director,7,0.006024096385542169
Chandler Bing,Charlie Wheeler,9,0.026490066225165563
Chandler Bing,Charlie Wheeler,10,0.0136986301369863
Chandler Bing,Cheryl,4,0.002967359050445104
Chandler Bing,Chloe,3,0.005747126436781609
Chandler Bing,Cop,5,0.003215434083601286
Chandler Bing,Customer,1,0.006153846153846154
Chandler Bing,Customer,6,0.0028653295128939827
Chandler Bing,Dana Keystone,6,0.0057306590257879654
Chandler Bing,Danny,5,0.006430868167202572
Chandler Bing,David,1,0.006153846153846154
Chandler Bing,David,9,0.016556291390728478
Chandler Bing,Doctor,2,0.0034129692832764505
Chandler Bing,Doctor,10,0.0091324200913242
Chandler Bing,Don,8,0.006944444444444444
Chandler Bing,Doug,3,0.011494252873563218
Chandler Bing,Doug,5,0.00964630225080386
Chandler Bing,Doug,8,0.010416666666666666
Chandler Bing,Dr. Drake Ramoray,2,0.006825938566552901
Chandler Bing,Dr. Drake Ramoray,9,0.0033112582781456954
Chandler Bing,Dr. Franzblau,1,0.006153846153846154
Chandler Bing,Dr. Harad,5,0.012861736334405145
Chandler Bing,Dr. Mitchell,1,0.003076923076923077
Chandler Bing,Eddie Menuek,2,0.04436860068259386
Chandler Bing,Elizabeth Stevens,6,0.0057306590257879654
Chandler Bing,Emily Waltham,4,0.026706231454005934
Chandler Bing,Emily Waltham,5,0.012861736334405145
Chandler Bing,Eric,8,0.006944444444444444
Chandler Bing,Erica,10,0.0547945205479452
Chandler Bing,Erica Ford,2,0.006825938566552901
Chandler Bing,Estelle Leonard,3,0.0028735632183908046
Chandler Bing,Estelle Leonard,6,0.0028653295128939827
Chandler Bing,Estelle Leonard,8,0.003472222222222222
Chandler Bing,Estelle Leonard,10,0.0045662100456621
Chandler Bing,Frank Buffay Jr.,2,0.0034129692832764505
Chandler Bing,Frank Buffay Jr.,3,0.005747126436781609
Chandler Bing,Frank Buffay Jr.,4,0.002967359050445104
Chandler Bing,Frank Buffay Jr.,5,0.012861736334405145
Chandler Bing,Frank Buffay Jr.,10,0.0045662100456621
Chandler Bing,Frank Buffay Sr.,5,0.003215434083601286
Chandler Bing,Gary,5,0.04180064308681672
Chandler Bing,Gary,7,0.0030120481927710845
Chandler Bing,Gavin Mitchell,9,0.0033112582781456954
Chandler Bing,Ginger,3,0.008620689655172414
Chandler Bing,Girl,8,0.003472222222222222
Chandler Bing,Gunther,2,0.010238907849829351
Chandler Bing,Gunther,3,0.034482758620689655
Chandler Bing,Gunther,4,0.02373887240356083
Chandler Bing,Gunther,5,0.012861736334405145
Chandler Bing,Gunther,6,0.011461318051575931
Chandler Bing,Gunther,7,0.0030120481927710845
Chandler Bing,Gunther,8,0.010416666666666666
Chandler Bing,Gunther,9,0.0033112582781456954
Chandler Bing,Gunther,10,0.0045662100456621
Chandler Bing,Guru Saj,3,0.0028735632183908046
Chandler Bing,Guy,1,0.003076923076923077
Chandler Bing,Guy,2,0.006825938566552901
Chandler Bing,Guy,3,0.0028735632183908046
Chandler Bing,Guy,7,0.0030120481927710845
Chandler Bing,Helena,7,0.009036144578313253
Chandler Bing,Interviewer,6,0.0028653295128939827
Chandler Bing,Interviewer,9,0.0033112582781456954
Chandler Bing,Issac,3,0.005747126436781609
Chandler Bing,Jack Geller,4,0.01483679525222552
Chandler Bing,Jack Geller,5,0.012861736334405145
Chandler Bing,Jack Geller,6,0.0057306590257879654
Chandler Bing,Jack Geller,7,0.030120481927710843
Chandler Bing,Jack Geller,8,0.010416666666666666
Chandler Bing,Jack Geller,9,0.016556291390728478
Chandler Bing,Jack Geller,10,0.0091324200913242
Chandler Bing,Jade,2,0.013651877133105802
Chandler Bing,Janice Litman Goralnik,1,0.027692307692307693
Chandler Bing,Janice Litman Goralnik,2,0.006825938566552901
Chandler Bing,Janice Litman Goralnik,3,0.02586206896551724
Chandler Bing,Janice Litman Goralnik,4,0.01483679525222552
Chandler Bing,Janice Litman Goralnik,6,0.0057306590257879654
Chandler Bing,Janice Litman Goralnik,7,0.009036144578313253
Chandler Bing,Janice Litman Goralnik,8,0.003472222222222222
Chandler Bing,Janice Litman Goralnik,9,0.006622516556291391
Chandler Bing,Janice Litman Goralnik,10,0.0136986301369863
Chandler Bing,Janine Lecroix,6,0.022922636103151862
Chandler Bing,Jean-Claude Van Damme,2,0.0034129692832764505
Chandler Bing,Jill Goodacre,1,0.018461538461538463
Chandler Bing,Jill Green,6,0.0057306590257879654
Chandler Bing,Jill Green,8,0.003472222222222222
Chandler Bing,Joanna,3,0.005747126436781609
Chandler Bing,Joanna,4,0.008902077151335312
Chandler Bing,Joey Tribbiani,1,0.41846153846153844
Chandler Bing,Joey Tribbiani,2,0.38566552901023893
Chandler Bing,Joey Tribbiani,3,0.2959770114942529
Chandler Bing,Joey Tribbiani,4,0.34718100890207715
Chandler Bing,Joey Tribbiani,5,0.3858520900321543
Chandler Bing,Joey Tribbiani,6,0.2808022922636103
Chandler Bing,Joey Tribbiani,7,0.1897590361445783
Chandler Bing,Joey Tribbiani,8,0.21180555555555555
Chandler Bing,Joey Tribbiani,9,0.17549668874172186
Chandler Bing,Joey Tribbiani,10,0.2557077625570776
Chandler Bing,Joey Tribbiani Sr.,1,0.009230769230769232
Chandler Bing,Joshua Burgin,4,0.008902077151335312
Chandler Bing,Judy Geller,1,0.006153846153846154
Chandler Bing,Judy Geller,2,0.006825938566552901
Chandler Bing,Judy Geller,4,0.01483679525222552
Chandler Bing,Judy Geller,5,0.01607717041800643
Chandler Bing,Judy Geller,6,0.0057306590257879654
Chandler Bing,Judy Geller,7,0.02108433734939759
Chandler Bing,Judy Geller,8,0.006944444444444444
Chandler Bing,Judy Geller,10,0.0091324200913242
Chandler Bing,Julie,2,0.034129692832764506
Chandler Bing,Kathy,4,0.04747774480712166
Chandler Bing,Katie,5,0.003215434083601286
Chandler Bing,Kim,5,0.003215434083601286
Chandler Bing,Kristen Leigh,7,0.0030120481927710845
Chandler Bing,Laura,10,0.0091324200913242
Chandler Bing,Lauren,3,0.0028735632183908046
Chandler Bing,Lauren,8,0.003472222222222222
Chandler Bing,Leonard Green,2,0.013651877133105802
Chandler Bing,Leslie,1,0.003076923076923077
Chandler Bing,Leslie,3,0.0028735632183908046
Chandler Bing,Little Bully,2,0.013651877133105802
Chandler Bing,Luisa Gianetti,1,0.003076923076923077
Chandler Bing,Lydia,1,0.003076923076923077
Chandler Bing,Man,5,0.003215434083601286
Chandler Bing,Man,8,0.010416666666666666
Chandler Bing,Man,9,0.0033112582781456954
Chandler Bing,Margha,3,0.005747126436781609
Chandler Bing,Max,1,0.009230769230769232
Chandler Bing,Michelle,9,0.0033112582781456954
Chandler Bing,Mike Hannigan,9,0.029801324503311258
Chandler Bing,Mike Hannigan,10,0.0410958904109589
Chandler Bing,Minister,2,0.0034129692832764505
Chandler Bing,Minister,4,0.002967359050445104
Chandler Bing,Minister,5,0.003215434083601286
Chandler Bing,Molly,9,0.009933774834437087
Chandler Bing,Mona,8,0.017361111111111112
Chandler Bing,Monica Geller,1,0.3292307692307692
Chandler Bing,Monica Geller,2,0.3003412969283277
Chandler Bing,Monica Geller,3,0.23563218390804597
Chandler Bing,Monica Geller,4,0.2551928783382789
Chandler Bing,Monica Geller,5,0.4115755627009646
Chandler Bing,Monica Geller,6,0.32951289398280803
Chandler Bing,Monica Geller,7,0.3132530120481928
Chandler Bing,Monica Geller,8,0.2847222222222222
Chandler Bing,Monica Geller,9,0.32781456953642385
Chandler Bing,Monica Geller,10,0.3789954337899543
Chandler Bing,Mr. Douglas,1,0.006153846153846154
Chandler Bing,Mr. Douglas,2,0.0034129692832764505
Chandler Bing,Mr. Heckles,1,0.006153846153846154
Chandler Bing,Mr. Heckles,2,0.0034129692832764505
Chandler Bing,Mr. Treeger,2,0.0034129692832764505
Chandler Bing,Mr. Treeger,4,0.005934718100890208
Chandler Bing,Nina Bookbinder,1,0.012307692307692308
Chandler Bing,Nora Tyler Bing,1,0.009230769230769232
Chandler Bing,Nora Tyler Bing,7,0.006024096385542169
Chandler Bing,Nora Tyler Bing,8,0.003472222222222222
Chandler Bing,Nurse,5,0.003215434083601286
Chandler Bing,Nurse,8,0.003472222222222222
Chandler Bing,Nurse,9,0.0033112582781456954
Chandler Bing,Nurse,10,0.0091324200913242
Chandler Bing,Nurse Sizemore,1,0.009230769230769232
Chandler Bing,Paolo,1,0.012307692307692308
Chandler Bing,Parker,8,0.010416666666666666
Chandler Bing,Paul Stevens,6,0.008595988538681949
Chandler Bing,Paul the Wine Guy,1,0.006153846153846154
Chandler Bing,Peter Becker,3,0.014367816091954023
Chandler Bing,Phoebe Buffay,1,0.31384615384615383
Chandler Bing,Phoebe Buffay,2,0.2935153583617747
Chandler Bing,Phoebe Buffay,3,0.22701149425287356
Chandler Bing,Phoebe Buffay,4,0.228486646884273
Chandler Bing,Phoebe Buffay,5,0.2861736334405145
Chandler Bing,Phoebe Buffay,6,0.1977077363896848
Chandler Bing,Phoebe Buffay,7,0.18072289156626506
Chandler Bing,Phoebe Buffay,8,0.1736111111111111
Chandler Bing,Phoebe Buffay,9,0.1423841059602649
Chandler Bing,Phoebe Buffay,10,0.2100456621004566
Chandler Bing,Rachel Green,1,0.31384615384615383
Chandler Bing,Rachel Green,2,0.2901023890784983
Chandler Bing,Rachel Green,3,0.23275862068965517
Chandler Bing,Rachel Green,4,0.23738872403560832
Chandler Bing,Rachel Green,5,0.2765273311897106
Chandler Bing,Rachel Green,6,0.17478510028653296
Chandler Bing,Rachel Green,7,0.15963855421686746
Chandler Bing,Rachel Green,8,0.16319444444444445
Chandler Bing,Rachel Green,9,0.1423841059602649
Chandler Bing,Rachel Green,10,0.2191780821917808
Chandler Bing,Receptionist,1,0.006153846153846154
Chandler Bing,Receptionist,9,0.006622516556291391
Chandler Bing,Richard Burke,2,0.017064846416382253
Chandler Bing,Richard Burke,3,0.005747126436781609
Chandler Bing,Richard Burke,6,0.008595988538681949
Chandler Bing,Rob,2,0.010238907849829351
Chandler Bing,Robert Bobby,3,0.011494252873563218
Chandler Bing,Roger,1,0.006153846153846154
Chandler Bing,Ronni Rapalono,1,0.009230769230769232
Chandler Bing,Ross Geller,1,0.36615384615384616
Chandler Bing,Ross Geller,2,0.3242320819112628
Chandler Bing,Ross Geller,3,0.2614942528735632
Chandler Bing,Ross Geller,4,0.258160237388724
Chandler Bing,Ross Geller,5,0.3086816720257235
Chandler Bing,Ross Geller,6,0.18051575931232092
Chandler Bing,Ross Geller,7,0.18072289156626506
Chandler Bing,Ross Geller,8,0.1527777777777778
Chandler Bing,Ross Geller,9,0.15894039735099338
Chandler Bing,Ross Geller,10,0.2146118721461187
Chandler Bing,Roy,2,0.0034129692832764505
Chandler Bing,Russ,2,0.013651877133105802
Chandler Bing,Sandra Green,2,0.027303754266211604
Chandler Bing,Sandy,1,0.003076923076923077
Chandler Bing,Sarah,9,0.0033112582781456954
Chandler Bing,Sarah Tuttle,3,0.005747126436781609
Chandler Bing,Shelley,1,0.006153846153846154
Chandler Bing,Sophie,3,0.0028735632183908046
Chandler Bing,Sophie,4,0.002967359050445104
Chandler Bing,Stephanie Schiffer,2,0.006825938566552901
Chandler Bing,Stephen Waltham,4,0.008902077151335312
Chandler Bing,Stephen Waltham,5,0.006430868167202572
Chandler Bing,Steve,9,0.006622516556291391
Chandler Bing,Susan Bunch,1,0.009230769230769232
Chandler Bing,Susan Bunch,2,0.013651877133105802
Chandler Bing,Susan Bunch,3,0.0028735632183908046
Chandler Bing,Susie Moss,2,0.010238907849829351
Chandler Bing,Tag Jones,7,0.024096385542168676
Chandler Bing,Terry,2,0.0034129692832764505
Chandler Bing,The Director,3,0.0028735632183908046
Chandler Bing,The Director,6,0.0028653295128939827
Chandler Bing,The Doctor,4,0.002967359050445104
Chandler Bing,The Doctor,5,0.003215434083601286
Chandler Bing,The Interviewer,8,0.024305555555555556
Chandler Bing,The Salesman,4,0.002967359050445104
Chandler Bing,The Woman,7,0.006024096385542169
Chandler Bing,Ticket Agent,8,0.003472222222222222
Chandler Bing,Timothy Burke,4,0.002967359050445104
Chandler Bing,Tom,9,0.0033112582781456954
Chandler Bing,Tommy,3,0.005747126436781609
Chandler Bing,Ursula,1,0.006153846153846154
Chandler Bing,Ursula Buffay,8,0.006944444444444444
Chandler Bing,Vince,3,0.0028735632183908046
Chandler Bing,Waiter,2,0.0034129692832764505
Chandler Bing,Waiter,4,0.002967359050445104
Chandler Bing,Waiter,8,0.003472222222222222
Chandler Bing,Waiter,9,0.0033112582781456954
Chandler Bing,Wendy,9,0.013245033112582781
Chandler Bing,Will Colbert,8,0.006944444444444444
Chandler Bing,Woman,1,0.006153846153846154
Chandler Bing,Woman,2,0.0034129692832764505
Chandler Bing,Woman,3,0.005747126436781609
Chandler Bing,Woman,4,0.011869436201780416
Chandler Bing,Woman,5,0.003215434083601286
Chandler Bing,Woman,6,0.0057306590257879654
Chandler Bing,Woman,7,0.0030120481927710845
Chandler Bing,Woman,8,0.020833333333333332
Chandler Bing,Woman,9,0.009933774834437087
Chandler Bing,Zack,9,0.009933774834437087
Charity Guy,Mike Hannigan,10,0.0136986301369863
Charity Guy,Phoebe Buffay,10,0.0136986301369863
Charlie Wheeler,David,9,0.0033112582781456954
Charlie Wheeler,Gunther,9,0.0033112582781456954
Charlie Wheeler,Joey Tribbiani,9,0.04304635761589404
Charlie Wheeler,Joey Tribbiani,10,0.0228310502283105
Charlie Wheeler,Mike Hannigan,9,0.0033112582781456954
Charlie Wheeler,Mike Hannigan,10,0.0045662100456621
Charlie Wheeler,Monica Geller,9,0.023178807947019868
Charlie Wheeler,Monica Geller,10,0.0091324200913242
Charlie Wheeler,Phoebe Buffay,9,0.026490066225165563
Charlie Wheeler,Phoebe Buffay,10,0.0136986301369863
Charlie Wheeler,Rachel Green,9,0.04966887417218543
Charlie Wheeler,Rachel Green,10,0.0228310502283105
Charlie Wheeler,Ross Geller,9,0.052980132450331126
Charlie Wheeler,Ross Geller,10,0.0502283105022831
Charlie Wheeler,Sarah,9,0.0033112582781456954
Charlie Wheeler,Woman,9,0.006622516556291391
Charlie Wheeler,Zack,9,0.0033112582781456954
Cheryl,Monica Geller,4,0.005934718100890208
Cheryl,Phoebe Buffay,4,0.002967359050445104
Cheryl,Rachel Green,4,0.002967359050445104
Cheryl,Ross Geller,4,0.008902077151335312
Chip Matthews,Monica Geller,4,0.011869436201780416
Chip Matthews,Rachel Green,4,0.005934718100890208
Chip Matthews,Ross Geller,4,0.002967359050445104
Chloe,Issac,3,0.008620689655172414
Chloe,Joey Tribbiani,3,0.0028735632183908046
Chloe,Mark Robinson,3,0.0028735632183908046
Chloe,Rachel Green,3,0.005747126436781609
Chloe,Rachel Green,4,0.002967359050445104
Chloe,Ross Geller,3,0.014367816091954023
Chloe,Ross Geller,4,0.002967359050445104
